trip_id,vessel_name,mmsi,imo,vessel_owner,recruiting_agency,owner_flag,flag_vessel_flies,date_range_start,date_range_end,time_at_sea,fishing_ground_s,species_fished,gears_used,starting_port,government_body_involved,known_transshipment,entry_source,public_reference,general_comments,forced_l_indicator,known_non_offender,known_offender,possible_offender,source,notes,x27,x28,x29,x30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Other Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Eperva 65,725000009,9111307,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2017",NA,1,0,0,http://web.directemar.cl/estadisticas/maritimo/2012/cuadros/096_1.pdf,http://www.friendofthesea.org/public/catalogo/FOS%20Certified%20companies_22032018.pdf,NA,NA,NA,NA
140,Relampago,725000030,8800949,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2018",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
141,Huracan,725000197,8903753,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2019",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
142,Eperva 62,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2020",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
143,Eperva 51,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2021",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
144,Trueno 1,NA,8917091,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2022",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
145,Eperva 49,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2023",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
146,Camina,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2024",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
147,Socoroma,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2025",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
148,Socoroma I,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2026",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
149,Gringo Pablo II,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2027",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
150,Don Fructuoso,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2028",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
151,Coyi I,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2029",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
152,Elva S,NA,NA,Corpesca,NA,Chile,Chile,03-30-2017,To date,NA,FAO Area 87,"Anchoveta, mackerel",Purse Seine,"Arica, Iquique, Mejillones",NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
153,Albimer,725019300,8903741,Cia Pesquera Camanchaca,NA,Chile,Chile,01-18-2013,04-2020,NA,FAO Area 87,Mackerel,Purse Seine,Iquique,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Corpesca%20Wild%20report%20v2.docx.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
154,Don Lucho II,760999919,NA,Pesquera Diamante,NA,Peru,Peru,01/18/2013,1/18/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017_PesqueraDiamante_Wild.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
155,Bamar I,760005124,9130731,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
156,Bamar II,760012394,9130743,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
157,Bamar IV,760000004,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
158,Bamar VIII,760000008,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
159,Isabelita,760000001,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
160,Jackelin,760006259,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
161,Kiara B,760000007,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
162,Mariana B,760016662,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
163,San Antonio III,760010474,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
164,Sechura,760013533,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
165,Yagoda B,760015261,NA,Pesquera Hayduk,NA,Peru,Peru,01/18/2013,07/26/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Hayduk%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=71,NA,NA,NA,NA
166,Ancash II,100007791,NA,Pesquera Exalmar S.A.,NA,Peru,Peru,01/18/2013,07/06/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20EXALMAR%202016%20Wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
167,Cuzco 4,999000100,NA,Pesquera Exalmar S.A.,NA,Peru,Peru,01/18/2013,07/06/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20EXALMAR%202016%20Wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
168,Creta,760100091,NA,Pesquera Exalmar S.A.,NA,Peru,Peru,01/18/2013,07/06/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20EXALMAR%202016%20Wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
169,Rodas,760999991,NA,Pesquera Exalmar S.A.,NA,Peru,Peru,01/18/2013,07/06/2019,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20EXALMAR%202016%20Wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
170,Tasa 17,760001190,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
171,Tasa 21,760000520,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
172,Tasa 22 (Urubamba 2),NA,6710243,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
173,Tasa 31,NA,7022095,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
174,Tasa 34,760001160,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
175,Tasa 35,760001340,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
176,Tasa 37,760001020,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
177,Tasa 38,760000320,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
178,Tasa 41,760000850,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
179,Tasa 42,760000910,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
180,Tasa 43,760001180,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
181,Tasa 44,760000590,9319296,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
182,Tasa 45,760000610,9319301,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
183,Tasa 51,760000880,9184964,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
184,Tasa 52,760000620,9184952,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
185,Tasa 53,760000650,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
186,Tasa 54,760000670,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
187,Tasa 55,760000680,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
188,Tasa 57,760000270,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
189,Tasa 58,760000170,9140683,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
190,Tasa 59,760000230,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
191,Tasa 61,760000780,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
192,Tasa 71,760000030,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
193,Tasa 111,760001330,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
194,Tasa 210,760001360,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
195,Tasa 218,760000060,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
196,Tasa 220,760000180,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
197,Tasa 310,760001320,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
198,Tasa 314,760000370,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
199,Tasa 315,760000070,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
200,Tasa 411,760000920,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
201,Tasa 412,760001150,NA,TASA Tecnologia de Alimentos S.A.,NA,Peru,Peru,01/18/2013,05/22/2018,NA,FAO Area 87,Anchovy,Purse Seine,Peru,NA,NA,SFG,NA,"Vessel directly audited by FOS, 09-13 January 2030",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20tasa%20wild%20report.pdf,http://www.friendofthesea.org/fisheries.asp?ID=156,NA,NA,NA,NA
